"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Source"
"881",881,20,"RL",60,7024,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","Gd","No","ALQ",980,"Unf",0,110,1090,"GasA","Gd","Y","SBrkr",1090,0,0,1090,1,0,1,1,2,1,"TA",5,"Typ",0,NA,"Attchd",2005,"Fin",2,450,"TA","TA","Y",0,49,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",157000,"Train"
"882",882,50,"RL",44,13758,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin","7","5",1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"GasA","Ex","Y","SBrkr",1187,530,0,1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,400,"TA","TA","Y",168,36,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal",187500,"Train"
"883",883,60,"RL",NA,9636,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,808,808,"GasA","Gd","Y","SBrkr",808,785,0,1593,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1993,"RFn",2,389,"TA","TA","Y",342,40,0,0,0,0,NA,"MnPrv",NA,0,12,2009,"WD","Normal",178000,"Train"
"884",884,75,"RL",60,6204,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin","4","5",1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","Fa","No","Unf",0,"Unf",0,795,795,"GasA","TA","N","SBrkr",954,795,481,2230,1,0,1,0,5,1,"TA",10,"Typ",0,NA,"Detchd",1997,"Unf",1,440,"TA","Gd","Y",0,188,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",118500,"Train"
"885",885,20,"RL",65,7150,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"GasA","TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1967,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,7,2009,"WD","Normal",1e+05,"Train"
"886",886,120,"FV",50,5119,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story","9","5",1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"GasA","Ex","Y","SBrkr",1709,0,0,1709,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,506,"TA","TA","Y",97,65,0,0,0,0,NA,NA,NA,0,1,2008,"CWD","Abnorml",328900,"Train"
"887",887,90,"RL",70,8393,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","5","5",1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Family",145000,"Train"
"888",888,50,"RL",59,16466,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","5","7",1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",872,521,0,1393,0,0,1,1,3,1,"TA",8,"Typ",0,NA,"Attchd",1955,"Unf",1,300,"TA","TA","Y",121,0,0,0,265,0,NA,NA,NA,0,4,2008,"WD","Normal",135500,"Train"
"889",889,20,"RL",95,15865,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story","8","6",1970,1970,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","Gd","Gd","ALQ",351,"Rec",823,1043,2217,"GasA","Ex","Y","SBrkr",2217,0,0,2217,1,0,2,0,4,1,"Gd",8,"Typ",1,"TA","Attchd",1970,"Unf",2,621,"TA","TA","Y",81,207,0,0,224,0,NA,NA,NA,0,10,2007,"WD","Normal",268000,"Train"
"890",890,20,"RL",128,12160,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","6","4",1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","TA","TA","No","BLQ",1024,"Unf",0,481,1505,"GasA","Ex","Y","SBrkr",1505,0,0,1505,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1953,"RFn",2,505,"TA","TA","Y",0,0,0,162,0,0,NA,NA,NA,0,2,2009,"WD","Normal",149500,"Train"
"891",891,50,"RL",60,8064,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","5","7",1949,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",672,252,0,924,0,0,1,0,3,1,"TA",6,"Typ",1,"Po","Detchd",2003,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv","Shed",2000,7,2007,"WD","Normal",122900,"Train"
"892",892,60,"RL",70,11184,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story","6","5",1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","TA","No","LwQ",226,"Rec",500,192,918,"GasA","Gd","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",172500,"Train"
"893",893,20,"RL",70,8414,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","6","8",1963,2003,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",663,"Unf",0,396,1059,"GasA","TA","Y","SBrkr",1068,0,0,1068,0,1,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1963,"RFn",1,264,"TA","TA","Y",192,0,0,0,0,0,NA,"MnPrv",NA,0,2,2006,"WD","Normal",154500,"Train"
"894",894,20,"RL",NA,13284,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story","5","5",1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",1064,"Unf",0,319,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1954,"Unf",1,354,"TA","TA","Y",511,116,0,0,0,0,NA,"GdPrv",NA,0,6,2008,"WD","Normal",165000,"Train"
"895",895,90,"RL",64,7018,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story","5","5",1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Alloca",118858,"Train"
"896",896,60,"RL",71,7056,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story","6","5",1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",415,"TA","TA","CBlock","TA","TA","No","BLQ",400,"Unf",0,380,780,"GasA","TA","Y","SBrkr",983,813,0,1796,1,0,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1963,"RFn",2,483,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,10,2008,"WD","Normal",140000,"Train"
"897",897,30,"RM",50,8765,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","4","6",1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",285,"Unf",0,666,951,"GasA","Ex","N","SBrkr",951,0,0,951,0,0,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1936,"Unf",1,327,"TA","TA","Y",0,28,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Abnorml",106500,"Train"
"898",898,90,"RL",64,7018,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story","5","5",1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"TA",12,"Typ",0,NA,"Detchd",1979,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Alloca",142953,"Train"
"899",899,20,"RL",100,12919,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","9","5",2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",760,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2188,"Unf",0,142,2330,"GasA","Ex","Y","SBrkr",2364,0,0,2364,1,0,2,1,2,1,"Ex",11,"Typ",2,"Gd","Attchd",2009,"Fin",3,820,"TA","TA","Y",0,67,0,0,0,0,NA,NA,NA,0,3,2010,"New","Partial",611657,"Train"
"900",900,20,"RL",65,6993,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","5","7",1961,1994,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",465,"Unf",0,447,912,"GasA","TA","Y","SBrkr",1236,0,0,1236,0,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1961,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",135000,"Train"
"901",901,20,"RL",NA,7340,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","6",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",322,"Unf",0,536,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1979,"Unf",1,684,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",110000,"Train"
"902",902,20,"RL",64,8712,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1957,2000,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",860,"Unf",0,132,992,"GasA","TA","Y","SBrkr",1306,0,0,1306,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1968,"Unf",1,756,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",153000,"Train"
"903",903,60,"RL",63,7875,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,783,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,393,"TA","TA","Y",0,75,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",180000,"Train"
"904",904,20,"RL",50,14859,"Pave",NA,"IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5",2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",27,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1670,1670,"GasA","Ex","Y","SBrkr",1670,0,0,1670,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,690,"TA","TA","Y",144,60,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial",240000,"Train"
"905",905,20,"RL",NA,6173,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","6",1967,1967,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",75,"TA","TA","CBlock","TA","TA","No","GLQ",599,"Unf",0,277,876,"GasA","TA","Y","SBrkr",902,0,0,902,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1967,"Unf",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2007,"WD","Normal",125500,"Train"
"906",906,20,"RL",80,9920,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","TA","TA","No","Rec",354,"LwQ",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1954,"RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,NA,"MnPrv",NA,0,2,2010,"WD","Normal",128000,"Train"
"907",907,20,"RL",116,13501,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5",2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,"Gd","TA","PConc","Gd","TA","No","GLQ",63,"Unf",0,1560,1623,"GasA","Ex","Y","SBrkr",1636,0,0,1636,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,865,"TA","TA","Y",0,60,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",255000,"Train"
"908",908,50,"RL",86,11500,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin","7","7",1936,1987,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","Gd","TA","No","Rec",223,"Unf",0,794,1017,"GasA","Gd","Y","SBrkr",1020,1037,0,2057,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1936,"Fin",1,180,"Fa","TA","Y",0,0,0,0,322,0,NA,NA,NA,0,6,2006,"WD","Normal",250000,"Train"
"909",909,20,"RL",NA,8885,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story","5","5",1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",301,"ALQ",324,239,864,"GasA","TA","Y","SBrkr",902,0,0,902,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1983,"Unf",2,484,"TA","TA","Y",164,0,0,0,0,0,NA,"MnPrv",NA,0,6,2006,"WD","Normal",131000,"Train"
"910",910,60,"RL",149,12589,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",174000,"Train"
"911",911,90,"RL",80,11600,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story","5","5",1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","TA","TA","No","Rec",443,"Unf",0,662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"Typ",0,NA,"Detchd",1960,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Normal",154300,"Train"
"912",912,20,"RL",NA,9286,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story","5","7",1977,1989,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Gd","Av","ALQ",196,"Unf",0,1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,"Gd",5,"Typ",0,NA,"Detchd",1978,"Unf",1,252,"TA","TA","Y",173,0,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal",143500,"Train"
"913",913,30,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","7",1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",489,"Unf",0,279,768,"GasA","TA","N","SBrkr",1015,0,0,1015,0,0,1,0,3,1,"TA",6,"Min1",0,NA,"Detchd",1925,"Unf",1,450,"TA","TA","Y",0,0,112,0,120,0,NA,"MnPrv","Shed",620,7,2006,"WD","Abnorml",88000,"Train"
"914",914,90,"RH",82,6270,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story","5","6",1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",284,"Unf",0,717,1001,"GasA","TA","N","FuseA",1001,1001,0,2002,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"2Types",1949,"Unf",3,871,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",145000,"Train"
"915",915,160,"FV",30,3000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","6","5",2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","GLQ",294,"Unf",0,318,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,NA,NA,NA,0,6,2009,"New","Partial",173733,"Train"
"916",916,160,"RM",21,2001,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story","4","5",1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",80,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","Fa","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal",75000,"Train"
"917",917,20,"C (all)",50,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","2","3",1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",50,"Unf",0,430,480,"GasA","TA","N","FuseA",480,0,0,480,1,0,0,0,1,1,"TA",4,"Typ",0,NA,"Detchd",1958,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Abnorml",35311,"Train"
"918",918,20,"RL",NA,17140,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","6",1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1059,"Unf",0,75,1134,"GasA","Ex","Y","FuseA",1229,0,0,1229,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1956,"RFn",1,284,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal",135000,"Train"
"919",919,60,"RL",103,13125,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5",1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Ex","TA","Mn","BLQ",48,"GLQ",634,422,1104,"GasA","Ex","Y","SBrkr",912,1215,0,2127,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1991,"RFn",3,833,"TA","TA","Y",72,192,224,0,0,0,NA,"GdPrv",NA,0,11,2007,"WD","Normal",238000,"Train"
"920",920,20,"RL",87,11029,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","8",1958,2002,"Hip","CompShg","MetalSd","MetalSd","None",0,"Ex","TA","CBlock","Gd","TA","No","ALQ",528,"BLQ",411,245,1184,"GasA","Ex","Y","SBrkr",1414,0,0,1414,1,0,1,0,3,1,"TA",6,"Min1",1,"TA","Attchd",1990,"Unf",2,601,"TA","TA","Y",0,51,0,0,190,0,NA,NA,NA,0,5,2008,"WD","Normal",176500,"Train"
"921",921,60,"RL",70,8462,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5",1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",105,"Gd","Gd","PConc","Gd","Gd","No","GLQ",814,"Unf",0,114,928,"GasA","Ex","Y","SBrkr",936,785,0,1721,0,1,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1994,"RFn",2,471,"TA","TA","Y",300,87,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",201000,"Train"
"922",922,90,"RL",67,8777,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin","5","7",1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1084,"Unf",0,188,1272,"GasA","Gd","Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,"TA",9,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,70,0,0,0,0,NA,"GdPrv",NA,0,9,2008,"WD","Normal",145900,"Train"
"923",923,20,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",28,"Unf",0,1288,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,397,"TA","TA","Y",100,0,0,23,0,0,NA,NA,NA,0,10,2006,"New","Partial",169990,"Train"
"924",924,120,"RL",50,8012,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","6","5",1993,1994,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","LwQ",165,"GLQ",841,598,1604,"GasA","Ex","Y","SBrkr",1617,0,0,1617,1,0,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd",1993,"RFn",2,533,"TA","TA","Y",0,69,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal",193000,"Train"
"925",925,20,"RL",79,10240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","6",1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",157,"TA","Gd","CBlock","Gd","TA","No","BLQ",625,"LwQ",1061,0,1686,"GasA","TA","Y","SBrkr",1686,0,0,1686,1,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1980,"Unf",2,612,"TA","TA","Y",384,131,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",207500,"Train"
"926",926,20,"RL",NA,15611,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story","5","6",1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",767,"LwQ",93,266,1126,"GasA","TA","Y","SBrkr",1126,0,0,1126,0,1,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd",1977,"RFn",2,540,"TA","TA","Y",180,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Abnorml",175000,"Train"
"927",927,60,"RL",93,11999,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",340,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1181,1181,"GasA","Ex","Y","SBrkr",1234,1140,0,2374,0,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2003,"Fin",3,656,"TA","TA","Y",104,100,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",285000,"Train"
