"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Source"
"2293",2293,20,"RL",107,13891,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","9","5",2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",456,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1812,"Unf",0,740,2552,"GasA","Ex","Y","SBrkr",2552,0,0,2552,1,0,2,0,3,1,"Ex",8,"Typ",2,"Ex","Attchd",2007,"Fin",3,932,"TA","TA","Y",130,28,0,0,0,0,NA,NA,NA,0,10,2007,"New","Partial",0,"Test"
"2294",2294,60,"RL",118,13654,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2005,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",365,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1704,1704,"GasA","Ex","Y","SBrkr",1722,1036,0,2758,0,0,2,1,4,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2005,"Fin",3,814,"TA","TA","Y",282,55,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2295",2295,20,"RL",59,17169,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","1Story","10","5",2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",970,"Ex","TA","PConc","Ex","TA","Av","GLQ",1684,"Unf",0,636,2320,"GasA","Ex","Y","SBrkr",2290,0,0,2290,2,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,1174,"TA","TA","Y",192,30,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",0,"Test"
"2296",2296,60,"RL",134,16659,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1582,1582,"GasA","Ex","Y","SBrkr",1582,570,0,2152,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd",2007,"Unf",2,728,"TA","TA","Y",0,368,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",0,"Test"
"2297",2297,60,"RL",82,9709,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",120,"Ex","TA","PConc","Ex","TA","Gd","GLQ",778,"Unf",0,140,918,"GasA","Ex","Y","SBrkr",958,1142,0,2100,1,0,2,1,3,1,"Ex",8,"Typ",2,"Gd","BuiltIn",2007,"Fin",3,786,"TA","TA","Y",172,104,0,0,0,0,NA,NA,NA,0,9,2007,"New","Partial",0,"Test"
"2298",2298,20,"RL",94,13615,"Pave",NA,"IR1","HLS","AllPub","Corner","Mod","NridgHt","Norm","Norm","1Fam","1Story","9","5",2006,2006,"Hip","CompShg","MetalSd","MetalSd","Stone",510,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1802,1802,"GasA","Ex","Y","SBrkr",1802,0,0,1802,0,0,2,1,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,843,"TA","TA","Y",158,105,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",0,"Test"
"2299",2299,60,"RL",99,13069,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",502,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1706,1706,"GasA","Ex","Y","SBrkr",1718,1238,0,2956,0,0,2,1,5,1,"Ex",11,"Typ",1,"Ex","BuiltIn",2004,"RFn",3,916,"TA","TA","Y",194,50,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",0,"Test"
"2300",2300,60,"RL",110,14277,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",280,"Gd","TA","PConc","Ex","TA","Mn","GLQ",938,"Unf",0,379,1317,"GasA","Ex","Y","SBrkr",1217,1168,0,2385,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"Fin",3,818,"TA","TA","Y",192,228,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal",0,"Test"
"2301",2301,60,"RL",NA,12568,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",246,"Gd","TA","PConc","Ex","TA","Av","GLQ",669,"Unf",0,226,895,"GasA","Ex","Y","SBrkr",895,923,0,1818,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,774,"TA","TA","Y",196,104,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",0,"Test"
"2302",2302,20,"RL",70,9926,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","7","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1178,"Unf",0,436,1614,"GasA","Ex","Y","SBrkr",1614,0,0,1614,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",3,878,"TA","TA","Y",100,38,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2303",2303,20,"RL",71,9254,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5",2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,"Gd","TA","PConc","Gd","TA","No","GLQ",119,"Unf",0,1602,1721,"GasA","Ex","Y","SBrkr",1721,0,0,1721,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,554,"TA","TA","Y",168,27,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal",0,"Test"
"2304",2304,60,"RL",92,10732,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1298,1298,"GasA","Ex","Y","SBrkr",1298,530,0,1828,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"BuiltIn",2006,"RFn",3,876,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,2,2007,"New","Partial",0,"Test"
"2305",2305,120,"RL",34,3901,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Av","ALQ",866,"Unf",0,436,1302,"GasA","Ex","Y","SBrkr",1302,0,0,1302,1,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","Attchd",2005,"RFn",2,631,"TA","TA","Y",110,50,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",0,"Test"
"2306",2306,120,"RL",34,3903,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Av","ALQ",1030,"Unf",0,272,1302,"GasA","Ex","Y","SBrkr",1302,0,0,1302,1,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","Attchd",2005,"RFn",2,631,"TA","TA","Y",110,50,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2307",2307,120,"RL",41,6289,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",762,"Unf",0,600,1362,"GasA","Ex","Y","SBrkr",1362,0,0,1362,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,460,"TA","TA","Y",192,28,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",0,"Test"
"2308",2308,120,"RL",34,4590,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story","8","5",2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA","Ex","Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,627,"TA","TA","Y",156,73,0,0,0,0,NA,NA,NA,0,5,2007,"CWD","Normal",0,"Test"
"2309",2309,120,"RL",48,7841,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","9","5",2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",394,"Ex","TA","PConc","Ex","TA","No","GLQ",848,"Unf",0,729,1577,"GasA","Ex","Y","SBrkr",1577,0,0,1577,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,564,"TA","TA","Y",203,39,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2310",2310,120,"RL",48,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","8","5",2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1300,1324,"GasA","Ex","Y","SBrkr",1324,0,0,1324,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"Fin",2,550,"TA","TA","Y",0,38,0,0,0,0,NA,NA,NA,0,9,2007,"New","Partial",0,"Test"
"2311",2311,120,"RL",48,3242,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5",2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",235,"Gd","TA","PConc","Gd","TA","No","GLQ",1000,"Unf",0,405,1405,"GasA","Ex","Y","SBrkr",1405,0,0,1405,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,478,"TA","TA","Y",136,36,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal",0,"Test"
"2312",2312,60,"RL",59,15810,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","6","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,728,0,1496,0,0,3,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Unf",2,572,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,5,2007,"New","Partial",0,"Test"
"2313",2313,60,"RL",65,10237,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",768,768,0,1536,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",0,"Test"
"2314",2314,60,"RL",58,13204,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","7","5",2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",44,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,608,608,"GasA","Ex","Y","SBrkr",608,850,0,1458,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"BuiltIn",2007,"Fin",2,454,"TA","TA","Y",100,33,0,0,0,0,NA,NA,NA,0,5,2007,"New","Partial",0,"Test"
"2315",2315,60,"RL",62,8857,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,757,0,1495,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",2,440,"TA","TA","Y",100,30,0,0,0,0,NA,NA,NA,0,3,2007,"New","Partial",0,"Test"
"2316",2316,60,"RL",63,9729,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,698,698,"GasA","Ex","Y","SBrkr",698,1048,0,1746,1,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2007,"Unf",3,350,"TA","TA","Y",0,34,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",0,"Test"
"2317",2317,20,"RL",88,12216,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","5",2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",918,"Unf",0,408,1326,"GasA","Ex","Y","SBrkr",1326,0,0,1326,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,388,"TA","TA","Y",120,23,0,0,0,0,NA,NA,"Shed",2000,6,2007,"WD","Normal",0,"Test"
"2318",2318,60,"RL",72,8229,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",22,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,752,752,"GasA","Ex","Y","SBrkr",752,752,0,1504,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"Fin",2,440,"TA","TA","Y",100,32,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial",0,"Test"
"2319",2319,60,"RL",64,7713,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial",0,"Test"
"2320",2320,20,"RL",64,7697,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","6",2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1246,1246,"GasA","Ex","Y","SBrkr",1258,0,0,1258,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,462,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",0,"Test"
"2321",2321,120,"RL",NA,3621,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","8","5",2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1084,"Unf",0,322,1406,"GasA","Ex","Y","SBrkr",1589,0,0,1589,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",3,630,"TA","TA","Y",143,20,0,0,0,0,NA,NA,NA,0,11,2007,"WD","Normal",0,"Test"
"2322",2322,20,"RL",53,3710,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","1Fam","1Story","7","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1266,1266,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,388,"TA","TA","Y",100,16,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",0,"Test"
"2323",2323,80,"RL",65,16219,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",779,"Unf",0,56,835,"GasA","Ex","Y","SBrkr",1119,0,0,1119,1,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2004,"Fin",2,437,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal",0,"Test"
"2324",2324,80,"RL",87,11084,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",192,"Unf",0,192,384,"GasA","Ex","Y","SBrkr",744,630,0,1374,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Family",0,"Test"
"2325",2325,20,"RL",59,10936,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1510,1510,"GasA","Ex","Y","SBrkr",1525,0,0,1525,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,534,"TA","TA","Y",100,18,0,0,0,0,NA,NA,NA,0,4,2007,"New","Partial",0,"Test"
"2326",2326,80,"RL",NA,11950,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",2003,2003,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","Y","SBrkr",754,640,0,1394,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2003,"Fin",2,400,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,10,2007,"WD","Normal",0,"Test"
"2327",2327,60,"RL",63,7875,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",0,48,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",0,"Test"
"2328",2328,60,"RL",NA,8740,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",574,"Unf",0,280,854,"GasA","Ex","Y","SBrkr",864,1131,0,1995,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2002,"Fin",2,435,"TA","TA","Y",264,48,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",0,"Test"
"2329",2329,60,"RL",58,9487,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",520,"Unf",0,395,915,"GasA","Ex","Y","SBrkr",940,750,0,1690,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"RFn",2,442,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",0,"Test"
"2330",2330,60,"RL",59,9649,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",1999,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",961,683,0,1644,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1999,"RFn",2,460,"TA","TA","Y",460,42,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2331",2331,60,"RL",100,12191,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",515,"Gd","TA","PConc","Gd","TA","Av","GLQ",1181,"Unf",0,598,1779,"GasA","Ex","Y","SBrkr",1779,772,0,2551,1,0,2,1,4,1,"Gd",8,"Typ",2,"TA","Attchd",1998,"Fin",3,925,"TA","TA","Y",76,61,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",0,"Test"
"2332",2332,60,"RL",89,10557,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","9","5",1998,1998,"Gable","CompShg","MetalSd","MetalSd","BrkFace",422,"Gd","TA","PConc","Ex","TA","Gd","GLQ",672,"Unf",0,736,1408,"GasA","Ex","Y","SBrkr",1671,1407,0,3078,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1998,"Fin",3,806,"TA","TA","Y",108,87,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal",0,"Test"
"2333",2333,60,"RL",74,11002,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1048,"Unf",0,341,1389,"GasA","Ex","Y","SBrkr",1411,1171,0,2582,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1998,"Fin",3,758,"TA","TA","Y",286,60,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal",0,"Test"
"2334",2334,60,"RL",83,10790,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","7","5",1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",275,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1066,1066,"GasA","Ex","Y","SBrkr",1108,1277,0,2385,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",1998,"Fin",3,600,"TA","TA","Y",120,38,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2335",2335,60,"RL",88,11762,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1992,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",309,"Gd","TA","PConc","Ex","TA","No","GLQ",335,"Unf",0,770,1105,"GasA","Ex","Y","SBrkr",1105,1097,0,2202,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"RFn",2,517,"TA","TA","Y",0,65,0,0,144,0,NA,NA,NA,0,9,2007,"WD","Normal",0,"Test"
"2336",2336,60,"RL",82,9044,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1996,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",526,"Gd","Gd","PConc","Gd","TA","No","GLQ",1225,"Unf",0,100,1325,"GasA","Ex","Y","SBrkr",1335,1203,0,2538,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1996,"RFn",3,933,"TA","TA","Y",198,92,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",0,"Test"
"2337",2337,20,"RL",75,9910,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story","7","6",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1369,1369,"GasA","Ex","Y","SBrkr",1369,0,0,1369,0,0,2,0,3,1,"Gd",5,"Typ",0,NA,"Attchd",2007,"Unf",2,605,"TA","TA","Y",0,203,0,0,0,0,NA,NA,NA,0,9,2007,"New","Partial",0,"Test"
"2338",2338,20,"RL",91,11830,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story","8","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",164,"Gd","TA","PConc","Gd","TA","No","GLQ",1220,"Unf",0,322,1542,"GasA","Ex","Y","SBrkr",1542,0,0,1542,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Unf",3,852,"TA","TA","Y",168,110,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial",0,"Test"
"2339",2339,20,"RL",76,10612,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5",2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",248,"Gd","TA","PConc","Gd","TA","Mn","GLQ",28,"Unf",0,1496,1524,"GasA","Gd","Y","SBrkr",1534,0,0,1534,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"Fin",2,484,"TA","TA","Y",168,46,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Family",0,"Test"
